global_route_id,origin,vehicle_type,stop_sequence,sales_order_no,delivery_name,delivery_lat,delivery_lng,weight_kg,volume_cbm
28,Kiat Ananda Jakarta,CDE,29,8176503917938948,Warakas Jakarta Utara,-6.1192155,106.8782799,0.03,0.15
29,Kiat Ananda Jakarta,CDD Long,1,6903103895659154,Rest Area 101,-6.5098606,107.7187971,1239.0,4.387
29,Kiat Ananda Jakarta,CDD Long,2,3504803888280659,Rest Area 101,-6.5098606,107.7187971,970.2,3.2732
29,Kiat Ananda Jakarta,CDD Long,3,2232303895664770,Rest Area 101,-6.5098606,107.7187971,104.4,1.0922
29,Kiat Ananda Jakarta,CDD Long,4,3637503895857019,Rest Area 101,-6.5098606,107.7187971,15.0,0.0334
29,Kiat Ananda Jakarta,CDD Long,5,2790303897527041,Rest Area 101,-6.5098606,107.7187971,15.0,0.0215
29,Kiat Ananda Jakarta,CDD Long,6,2904203888434890,Rest Area 101,-6.5098606,107.7187971,9.0,0.0668
29,Kiat Ananda Jakarta,CDD Long,7,2232303895664770-R1,Rest Area 101,-6.5098606,107.7187971,8.4,0.0345
29,Kiat Ananda Jakarta,CDD Long,8,4232503895652563,Rest Area 101,-6.5098606,107.7187971,7.5,0.1002
29,Kiat Ananda Jakarta,CDD Long,9,9203703895864685,Rest Area 101,-6.5098606,107.7187971,6.0,0.0334
29,Kiat Ananda Jakarta,CDD Long,10,5841803912699389,Rest Area 101,-6.5098606,107.7187971,3.0,0.0311
29,Kiat Ananda Jakarta,CDD Long,11,8597703886339938,Rest Area 101,-6.5098606,107.7187971,0.51,0.0111
29,Kiat Ananda Jakarta,CDD Long,12,2696503917954596,Rest Area 101,-6.5098606,107.7187971,0.02,0.02
29,Kiat Ananda Jakarta,CDD Long,13,8663203893805403,Rest Area 102,-6.5076168,107.7222391,924.6,3.9368
29,Kiat Ananda Jakarta,CDD Long,14,3768503893771769A,Rest Area 102,-6.5076168,107.7222391,412.4,1.8011
29,Kiat Ananda Jakarta,CDD Long,15,768503893771769A,Rest Area 102,-6.5076168,107.7222391,206.2,0.9711
29,Kiat Ananda Jakarta,CDD Long,16,5575803912698538,Rest Area 102,-6.5076168,107.7222391,9.0,0.0694
29,Kiat Ananda Jakarta,CDD Long,17,3768503893771769B,Rest Area 102,-6.5076168,107.7222391,1.0,0.0651
29,Kiat Ananda Jakarta,CDD Long,18,768503893771769B,Rest Area 102,-6.5076168,107.7222391,0.5,0.0351
29,Kiat Ananda Jakarta,CDD Long,19,8791103917954466,Rest Area 102,-6.5076168,107.7222391,0.02,0.08
30,Kiat Ananda Jakarta,CDD,1,8213103897278955,Alfamidi Kebayoran Lama (Bondex),-6.2303834,106.7797285,233.9,1.0647
30,Kiat Ananda Jakarta,CDD,2,8213103897278955-R1,Alfamidi Kebayoran Lama (Bondex),-6.2303834,106.7797285,2.4,0.0117
30,Kiat Ananda Jakarta,CDD,3,5672603895239342,Apartement Pakubuwono Terrace,-6.2374722,106.768746,109.36,0.4446
30,Kiat Ananda Jakarta,CDD,4,5553903898365018,Apartement Pakubuwono Terrace,-6.2374722,106.768746,64.4,0.2808
30,Kiat Ananda Jakarta,CDD,5,8734503895240720,Apartement Pakubuwono Terrace,-6.2374722,106.768746,26.3,0.0234
30,Kiat Ananda Jakarta,CDD,6,7070003896789537,Ruko Petukangan,-6.2368888,106.751349,513.0,1.5561
30,Kiat Ananda Jakarta,CDD,7,3492603895229953,Ruko Petukangan,-6.2368888,106.751349,134.1,0.5382
30,Kiat Ananda Jakarta,CDD,8,1459203896952370,Ruko Petukangan,-6.2368888,106.751349,20.0,0.0468
30,Kiat Ananda Jakarta,CDD,9,7070003896789537-R1,Ruko Petukangan,-6.2368888,106.751349,2.8,0.0117
30,Kiat Ananda Jakarta,CDD,10,5522003917939726,Ruko Petukangan,-6.2368888,106.751349,0.01,0.02
30,Kiat Ananda Jakarta,CDD,11,5446903917954463,Ruko Petukangan,-6.2368888,106.751349,0.01,0.02
30,Kiat Ananda Jakarta,CDD,12,4428403917939076,Ruko Petukangan,-6.2368888,106.751349,0.01,0.01
30,Kiat Ananda Jakarta,CDD,13,6849103917938834,Ruko Petukangan,-6.2368888,106.751349,0.01,0.02
30,Kiat Ananda Jakarta,CDD,14,9211903897031265,Ruko Puri Beta,-6.230707300000001,106.7263434,454.0,1.5561
30,Kiat Ananda Jakarta,CDD,15,9472103893994522,Ruko Puri Beta,-6.230707300000001,106.7263434,286.6,0.9477
30,Kiat Ananda Jakarta,CDD,16,7447303912697847,Ruko Puri Beta,-6.230707300000001,106.7263434,6.0,0.048
30,Kiat Ananda Jakarta,CDD,17,5548403897031573,Ruko Puri Beta,-6.230707300000001,106.7263434,5.0,0.0117
30,Kiat Ananda Jakarta,CDD,18,6297503897032106,Ruko Puri Beta,-6.230707300000001,106.7263434,5.0,0.0117
30,Kiat Ananda Jakarta,CDD,19,7427303897031862,Ruko Puri Beta,-6.230707300000001,106.7263434,5.0,0.0117
30,Kiat Ananda Jakarta,CDD,20,9472103893994522-R1,Ruko Puri Beta,-6.230707300000001,106.7263434,2.8,0.0117
30,Kiat Ananda Jakarta,CDD,21,7233503917954408,Ruko Puri Beta,-6.230707300000001,106.7263434,0.03,0.24
31,Kiat Ananda Jakarta,CDE,1,4004603900564852,Ruko Dersalam Square Jend. Sudirman Kudus,-6.8040261,110.8673457,1446.25,4.38
31,Kiat Ananda Jakarta,CDE,2,1863703900571454,Ruko Dersalam Square Jend. Sudirman Kudus,-6.8040261,110.8673457,11.2,0.05
31,Kiat Ananda Jakarta,CDE,3,4234403900576800,Ruko Dersalam Square Jend. Sudirman Kudus,-6.8040261,110.8673457,9.2,0.02
31,Kiat Ananda Jakarta,CDE,4,6182103912699403,Ruko Dersalam Square Jend. Sudirman Kudus,-6.8040261,110.8673457,3.0,0.02
31,Kiat Ananda Jakarta,CDE,5,6676403917939334,Ruko Dersalam Square Jend. Sudirman Kudus,-6.8040261,110.8673457,0.01,0.04
32,Kiat Ananda Jakarta,CDD,1,7076703897311405,AEON Mall Sentul Bogor,-6.5668229,106.8581787,829.8,3.09
32,Kiat Ananda Jakarta,CDD,2,2587603897161198,AEON Mall Sentul Bogor,-6.5668229,106.8581787,763.8,2.9461
32,Kiat Ananda Jakarta,CDD,3,3294503912697515,AEON Mall Sentul Bogor,-6.5668229,106.8581787,9.0,0.06
32,Kiat Ananda Jakarta,CDD,4,6573003897170730,AEON Mall Sentul Bogor,-6.5668229,106.8581787,0.6,0.0216
32,Kiat Ananda Jakarta,CDD,5,7498503917939900,AEON Mall Sentul Bogor,-6.5668229,106.8581787,0.03,0.12
32,Kiat Ananda Jakarta,CDD,6,7154103900428256,Pertamina DODO Pertamina Pajajaran Bogor,-6.566061899999999,106.808635,521.4,2.2851
32,Kiat Ananda Jakarta,CDD,7,7802303897246240,Pertamina DODO Pertamina Pajajaran Bogor,-6.566061899999999,106.808635,407.4,2.1677
32,Kiat Ananda Jakarta,CDD,8,8060403912697949,Pertamina DODO Pertamina Pajajaran Bogor,-6.566061899999999,106.808635,9.0,0.06
32,Kiat Ananda Jakarta,CDD,9,6372403917939246,Pertamina DODO Pertamina Pajajaran Bogor,-6.566061899999999,106.808635,0.03,0.12
33,Kiat Ananda Jakarta,Pickup,1,6279703893358814,SPBU Grogol Cilegon,-5.9914336,106.0287638,225.5,1.0179
33,Kiat Ananda Jakarta,Pickup,2,7986703888602199,SPBU Grogol Cilegon,-5.9914336,106.0287638,9.02,0.0234
34,Kiat Ananda Jakarta,Tronton,1,1977003895201280,Ruko Paskal,-6.9160732,107.5938402,1940.24,8.2
34,Kiat Ananda Jakarta,Tronton,2,8569303902057430,23Paskal Bandung,-6.915375099999999,107.5975304,1230.8,4.16
34,Kiat Ananda Jakarta,Tronton,3,3818803913037438,23Paskal Bandung,-6.915375099999999,107.5975304,192.0,1.0
34,Kiat Ananda Jakarta,Tronton,4,6501203909049703,23Paskal Bandung,-6.915375099999999,107.5975304,169.2,0.24
34,Kiat Ananda Jakarta,Tronton,5,4104503893764262,Toserba Yogya (Sunda),-6.9181519,107.6183095,1165.8,3.7408
34,Kiat Ananda Jakarta,Tronton,6,4503893764262-R1,Toserba Yogya (Sunda),-6.9181519,107.6183095,2.0,0.0117
34,Kiat Ananda Jakarta,Tronton,7,6471903900751366,Pertamina 34.40236 Laswi,-6.918855499999999,107.6311089,55.6,0.52
34,Kiat Ananda Jakarta,Tronton,8,7290503893647582,Ruko Antapani,-6.9124152,107.6527764,1205.4,5.7448
34,Kiat Ananda Jakarta,Tronton,9,5768203901827980,Ruko Antapani,-6.9124152,107.6527764,75.0,0.3934
34,Kiat Ananda Jakarta,Tronton,10,2609003894973133,Ruko Antapani,-6.9124152,107.6527764,17.1,0.0334
34,Kiat Ananda Jakarta,Tronton,11,7290503893647582-R1,Ruko Antapani,-6.9124152,107.6527764,10.8,0.0434
34,Kiat Ananda Jakarta,Tronton,12,5780903894162088,Ubertos Bandung,-6.915495200000001,107.6967302,1366.8,5.9123
35,Kiat Ananda Jakarta,CDD,1,7471903912698890,Ruko Paskal,-6.9160732,107.5938402,12.0,0.08
35,Kiat Ananda Jakarta,CDD,2,1977003895201280-R1,Ruko Paskal,-6.9160732,107.5938402,9.2,0.04
35,Kiat Ananda Jakarta,CDD,3,4588603917940444,Ruko Paskal,-6.9160732,107.5938402,0.04,0.16
35,Kiat Ananda Jakarta,CDD,4,3866403912698595,23Paskal Bandung,-6.915375099999999,107.5975304,4.0,0.04
35,Kiat Ananda Jakarta,CDD,5,4041103917938902,23Paskal Bandung,-6.915375099999999,107.5975304,0.04,0.04
35,Kiat Ananda Jakarta,CDD,6,4104503893764262-R1,Toserba Yogya (Sunda),-6.9181519,107.6183095,4.0,0.0217
35,Kiat Ananda Jakarta,CDD,7,5277803912697532,Toserba Yogya (Sunda),-6.9181519,107.6183095,3.0,0.0311
35,Kiat Ananda Jakarta,CDD,8,9941803898955118,Pertamina 34.40236 Laswi,-6.918855499999999,107.6311089,1106.8,4.32
35,Kiat Ananda Jakarta,CDD,9,8591603912699311,Pertamina 34.40236 Laswi,-6.918855499999999,107.6311089,12.0,0.08
35,Kiat Ananda Jakarta,CDD,10,3956303900911968,Pertamina 34.40236 Laswi,-6.918855499999999,107.6311089,4.0,0.04
35,Kiat Ananda Jakarta,CDD,11,2784003917939064,Pertamina 34.40236 Laswi,-6.918855499999999,107.6311089,0.04,0.16
35,Kiat Ananda Jakarta,CDD,12,2628203899009143,Ruko Antapani,-6.9124152,107.6527764,15.0,0.2529
35,Kiat Ananda Jakarta,CDD,13,6643403912698490,Ruko Antapani,-6.9124152,107.6527764,12.0,0.0765
35,Kiat Ananda Jakarta,CDD,14,9257403893660929,Ruko Antapani,-6.9124152,107.6527764,6.0,0.0334
35,Kiat Ananda Jakarta,CDD,15,6608303893648111,Ruko Antapani,-6.9124152,107.6527764,6.0,0.0334
35,Kiat Ananda Jakarta,CDD,16,0503893647582-R1,Ruko Antapani,-6.9124152,107.6527764,5.4,0.0234
35,Kiat Ananda Jakarta,CDD,17,7565603898853145,Ruko Antapani,-6.9124152,107.6527764,4.5,0.103
35,Kiat Ananda Jakarta,CDD,18,9820703917954436,Ruko Antapani,-6.9124152,107.6527764,0.04,0.2
35,Kiat Ananda Jakarta,CDD,19,5780903894162088-R1,Ubertos Bandung,-6.915495200000001,107.6967302,13.8,0.0659
35,Kiat Ananda Jakarta,CDD,20,1755503894162985,Ubertos Bandung,-6.915495200000001,107.6967302,5.7,0.1768
35,Kiat Ananda Jakarta,CDD,21,8343803912697756,Ubertos Bandung,-6.915495200000001,107.6967302,3.0,0.0311
36,Kiat Ananda Jakarta,CDD,1,9161503900699863,Ruko Gunung Putri,-6.4576727,106.898211,775.8,2.52
36,Kiat Ananda Jakarta,CDD,2,6055203900695158,Ruko Gunung Putri,-6.4576727,106.898211,394.8,0.9981
36,Kiat Ananda Jakarta,CDD,3,5772803903007564,Ruko Gunung Putri,-6.4576727,106.898211,33.6,0.1042
36,Kiat Ananda Jakarta,CDD,4,5098403900772729,Ruko Gunung Putri,-6.4576727,106.898211,9.0,0.1071
36,Kiat Ananda Jakarta,CDD,5,1553003912699164,Ruko Gunung Putri,-6.4576727,106.898211,6.0,0.03
36,Kiat Ananda Jakarta,CDD,6,7572003917938854,Ruko Gunung Putri,-6.4576727,106.898211,0.03,0.06
36,Kiat Ananda Jakarta,CDD,7,2741003898860225,Pertamina Cikaret Cibinong,-6.4678442,106.8404974,661.8,2.6002
36,Kiat Ananda Jakarta,CDD,8,2325503898949096,Pertamina Cikaret Cibinong,-6.4678442,106.8404974,610.8,3.12
36,Kiat Ananda Jakarta,CDD,9,9536903900700183,Pertamina Cikaret Cibinong,-6.4678442,106.8404974,90.9,0.15
36,Kiat Ananda Jakarta,CDD,10,7189703900686544,Pertamina Cikaret Cibinong,-6.4678442,106.8404974,30.0,0.0962
36,Kiat Ananda Jakarta,CDD,11,2584003912698844,Pertamina Cikaret Cibinong,-6.4678442,106.8404974,9.0,0.06
36,Kiat Ananda Jakarta,CDD,12,8208503914330981,Pertamina Cikaret Cibinong,-6.4678442,106.8404974,7.5,0.27
36,Kiat Ananda Jakarta,CDD,13,3190003914417993,Pertamina Cikaret Cibinong,-6.4678442,106.8404974,7.5,0.27
36,Kiat Ananda Jakarta,CDD,14,2741003898860225-R1,Pertamina Cikaret Cibinong,-6.4678442,106.8404974,2.4,0.012
36,Kiat Ananda Jakarta,CDD,15,1379103917940392,Pertamina Cikaret Cibinong,-6.4678442,106.8404974,0.03,0.12
37,Kiat Ananda Jakarta,Tronton,1,7452003907005678,RS Husada (Container),-6.1474592,106.8295209,15.6,0.0341
37,Kiat Ananda Jakarta,Tronton,2,2303895270757-R1,RS Husada (Container),-6.1474592,106.8295209,1.2,0.0001
37,Kiat Ananda Jakarta,Tronton,3,7360203897061618,Lokasari Square,-6.1466154,106.8237074,1395.9,5.4551
37,Kiat Ananda Jakarta,Tronton,4,9897403900362454,Gajah Mada Mediterania,-6.1490532,106.8151663,1276.5,4.8288
37,Kiat Ananda Jakarta,Tronton,5,1937403897196274,Ruko Krendang,-6.148058,106.8073977,1476.6,5.9452
37,Kiat Ananda Jakarta,Tronton,6,5391803909621254,Season City,-6.1535497,106.7962345,31.2,0.26
37,Kiat Ananda Jakarta,Tronton,7,1419103907594077,Season City,-6.1535497,106.7962345,10.0,0.024
37,Kiat Ananda Jakarta,Tronton,8,6682803896932775,Ruko Duta Mas Jelambar,-6.1449564,106.7803576,1653.4,7.18
37,Kiat Ananda Jakarta,Tronton,9,3638303893585803,Ruko Duta Mas Jelambar,-6.1449564,106.7803576,1491.0,6.1122
37,Kiat Ananda Jakarta,Tronton,10,2760203902265255,Ruko Duta Mas Jelambar,-6.1449564,106.7803576,59.6,0.14
37,Kiat Ananda Jakarta,Tronton,11,8303893585803-R1,Ruko Duta Mas Jelambar,-6.1449564,106.7803576,2.8,0.0117
38,Kiat Ananda Jakarta,Tronton,1,5344803898971611,RS Husada (Container),-6.1474592,106.8295209,754.5,3.1829
38,Kiat Ananda Jakarta,Tronton,2,1692303895270757,RS Husada (Container),-6.1474592,106.8295209,515.1,1.6032
38,Kiat Ananda Jakarta,Tronton,3,1692303895270757-R1,RS Husada (Container),-6.1474592,106.8295209,2.4,0.011
38,Kiat Ananda Jakarta,Tronton,4,1121503912699268,Lokasari Square,-6.1466154,106.8237074,9.0,0.0694
38,Kiat Ananda Jakarta,Tronton,5,4704003897190777,Gajah Mada Mediterania,-6.1490532,106.8151663,1180.5,4.4756
38,Kiat Ananda Jakarta,Tronton,6,5593703900373292,Gajah Mada Mediterania,-6.1490532,106.8151663,794.8,3.08
38,Kiat Ananda Jakarta,Tronton,7,3448603898930226,Ruko Krendang,-6.148058,106.8073977,1068.4,4.24
38,Kiat Ananda Jakarta,Tronton,8,7584303898921133,Ruko Krendang,-6.148058,106.8073977,1053.6,5.376
38,Kiat Ananda Jakarta,Tronton,9,1404203900423906,Ruko Krendang,-6.148058,106.8073977,24.0,0.08
38,Kiat Ananda Jakarta,Tronton,10,3092603895478510,Season City,-6.1535497,106.7962345,660.9,2.8056
38,Kiat Ananda Jakarta,Tronton,11,4893203900110874,Season City,-6.1535497,106.7962345,543.8,1.968
38,Kiat Ananda Jakarta,Tronton,12,6042103900116478,Season City,-6.1535497,106.7962345,472.8,1.62
38,Kiat Ananda Jakarta,Tronton,13,3340603895608259,Season City,-6.1535497,106.7962345,129.0,0.7344
38,Kiat Ananda Jakarta,Tronton,14,1486303902274866,Ruko Duta Mas Jelambar,-6.1449564,106.7803576,92.0,0.68
38,Kiat Ananda Jakarta,Tronton,15,9161903912697921,Ruko Duta Mas Jelambar,-6.1449564,106.7803576,9.0,0.0694
39,Kiat Ananda Jakarta,CDD,1,2688703899052998,RS Husada (Container),-6.1474592,106.8295209,429.2,1.84
39,Kiat Ananda Jakarta,CDD,2,6888703912697730,RS Husada (Container),-6.1474592,106.8295209,3.0,0.0311
39,Kiat Ananda Jakarta,CDD,3,2644903908851228,Lokasari Square,-6.1466154,106.8237074,44.7,0.7082
39,Kiat Ananda Jakarta,CDD,4,7360203897061618-R1,Lokasari Square,-6.1466154,106.8237074,3.6,0.0249
39,Kiat Ananda Jakarta,CDD,5,7560203912699138,Gajah Mada Mediterania,-6.1490532,106.8151663,9.0,0.0694
39,Kiat Ananda Jakarta,CDD,6,3017803917954588,Gajah Mada Mediterania,-6.1490532,106.8151663,0.01,0.26
39,Kiat Ananda Jakarta,CDD,7,4337303909637834,Ruko Krendang,-6.148058,106.8073977,100.0,3.68
39,Kiat Ananda Jakarta,CDD,8,8885903898938485,Ruko Krendang,-6.148058,106.8073977,10.0,0.168
39,Kiat Ananda Jakarta,CDD,9,6355203898924148,Ruko Krendang,-6.148058,106.8073977,10.0,0.168
39,Kiat Ananda Jakarta,CDD,10,8166003900392667,Ruko Krendang,-6.148058,106.8073977,6.0,0.024
39,Kiat Ananda Jakarta,CDD,11,8640603912697694,Ruko Krendang,-6.148058,106.8073977,4.0,0.024
39,Kiat Ananda Jakarta,CDD,12,7573803898944777,Ruko Krendang,-6.148058,106.8073977,2.0,0.02
39,Kiat Ananda Jakarta,CDD,13,6570003900277914,Ruko Krendang,-6.148058,106.8073977,2.0,0.02
39,Kiat Ananda Jakarta,CDD,14,9815103898922591,Ruko Krendang,-6.148058,106.8073977,2.0,0.02
39,Kiat Ananda Jakarta,CDD,15,3581703905893152,Season City,-6.1535497,106.7962345,65.0,0.576
39,Kiat Ananda Jakarta,CDD,16,4503103912698465,Season City,-6.1535497,106.7962345,6.0,0.048
39,Kiat Ananda Jakarta,CDD,17,2787503917516228,Ruko Duta Mas Jelambar,-6.1449564,106.7803576,57.0,2.04
39,Kiat Ananda Jakarta,CDD,18,7121903898618181,Ruko Duta Mas Jelambar,-6.1449564,106.7803576,14.0,0.24
39,Kiat Ananda Jakarta,CDD,19,3638303893585803-R1,Ruko Duta Mas Jelambar,-6.1449564,106.7803576,5.6,0.0217
39,Kiat Ananda Jakarta,CDD,20,5841603898966177,Ruko Duta Mas Jelambar,-6.1449564,106.7803576,5.0,0.1
39,Kiat Ananda Jakarta,CDD,21,6308703917954592,Ruko Duta Mas Jelambar,-6.1449564,106.7803576,0.01,0.04
40,Kiat Ananda Jakarta,CDD,1,1546103894321710,Rest Area 228A Cirebon (Container),-6.8813312,108.7033791,947.7,2.2044
40,Kiat Ananda Jakarta,CDD,2,7885003894337160,Rest Area 228A Cirebon (Container),-6.8813312,108.7033791,559.2,4.9432
40,Kiat Ananda Jakarta,CDD,3,7839203894327959,Rest Area 228A Cirebon (Container),-6.8813312,108.7033791,413.7,1.3026
40,Kiat Ananda Jakarta,CDD,4,2849303888602449,Rest Area 228A Cirebon (Container),-6.8813312,108.7033791,30.06,0.0668
40,Kiat Ananda Jakarta,CDD,5,7885003894337160-R1,Rest Area 228A Cirebon (Container),-6.8813312,108.7033791,2.4,0.011
40,Kiat Ananda Jakarta,CDD,6,5003894337160-R1,Rest Area 228A Cirebon (Container),-6.8813312,108.7033791,1.2,0.0001
40,Kiat Ananda Jakarta,CDD,7,9801203895476268,Rest Area 228A Cirebon (Container),-6.8813312,108.7033791,0.9,0.0111
40,Kiat Ananda Jakarta,CDD,8,5771003917954462,Rest Area 228A Cirebon (Container),-6.8813312,108.7033791,0.01,0.01
41,Kiat Ananda Jakarta,CDE,1,8928703900859750,Kartini Jepara,-6.5888125,110.6674407,334.9,1.31
41,Kiat Ananda Jakarta,CDE,2,4852803906572243,Kartini Jepara,-6.5888125,110.6674407,194.0,0.33
41,Kiat Ananda Jakarta,CDE,3,1082103906563116,Kartini Jepara,-6.5888125,110.6674407,155.9,0.62
41,Kiat Ananda Jakarta,CDE,4,3990003912697779,Kartini Jepara,-6.5888125,110.6674407,3.0,0.02
41,Kiat Ananda Jakarta,CDE,5,5927303917940020,Kartini Jepara,-6.5888125,110.6674407,0.01,0.04
41,Kiat Ananda Jakarta,CDE,6,5505303912698320,Pemuda Jepara,-6.5970556,110.6718531,1.0,0.01
41,Kiat Ananda Jakarta,CDE,7,2337703917939600,Pemuda Jepara,-6.5970556,110.6718531,0.01,0.01
42,Kiat Ananda Jakarta,CDD,1,7487403892184249,Pakelan Magelang (Container),-7.506238,110.2041416,445.6,2.8
42,Kiat Ananda Jakarta,CDD,2,8026403904045909,Pakelan Magelang (Container),-7.506238,110.2041416,54.0,0.28
42,Kiat Ananda Jakarta,CDD,3,5009303895370543,Pakelan Magelang (Container),-7.506238,110.2041416,37.0,0.32
42,Kiat Ananda Jakarta,CDD,4,6293903914482893,Pakelan Magelang (Container),-7.506238,110.2041416,32.0,0.08
42,Kiat Ananda Jakarta,CDD,5,4367103893664960,Pakelan Magelang (Container),-7.506238,110.2041416,15.46,0.44
42,Kiat Ananda Jakarta,CDD,6,3768703892185200,Pakelan Magelang (Container),-7.506238,110.2041416,4.4,0.04
42,Kiat Ananda Jakarta,CDD,7,5498603902323982,Pakelan Magelang (Container),-7.506238,110.2041416,4.0,0.02
42,Kiat Ananda Jakarta,CDD,8,6617203912698709,Pakelan Magelang (Container),-7.506238,110.2041416,2.0,0.02
42,Kiat Ananda Jakarta,CDD,9,2241903917939452,Pakelan Magelang (Container),-7.506238,110.2041416,0.02,0.02
42,Kiat Ananda Jakarta,CDD,10,5231503901924867,Armada Town Square Magelang,-7.5038424,110.2252708,1035.24,3.42
42,Kiat Ananda Jakarta,CDD,11,1557803912698618,Armada Town Square Magelang,-7.5038424,110.2252708,6.0,0.04
42,Kiat Ananda Jakarta,CDD,12,8409603917939156,Armada Town Square Magelang,-7.5038424,110.2252708,0.02,0.08
43,Kiat Ananda Jakarta,CDD Long,1,2001003902193919,Pertamina Ciputat,-6.3217164,106.7470123,496.5,1.8078
43,Kiat Ananda Jakarta,CDD Long,2,4056803895155880,Pertamina Ciputat,-6.3217164,106.7470123,348.2,1.2753
43,Kiat Ananda Jakarta,CDD Long,3,4996603902200482,Pertamina Ciputat,-6.3217164,106.7470123,20.0,0.7359
43,Kiat Ananda Jakarta,CDD Long,4,5472403888601558,Pertamina Ciputat,-6.3217164,106.7470123,9.02,0.0234
43,Kiat Ananda Jakarta,CDD Long,5,5883803912698202,Pertamina Ciputat,-6.3217164,106.7470123,3.0,0.0214
43,Kiat Ananda Jakarta,CDD Long,6,2228603888368138,Ruko Aria Putra,-6.3166994,106.7350626,908.14,3.9546
43,Kiat Ananda Jakarta,CDD Long,7,TR-B412-25-12-08,Ruko Aria Putra,-6.3166994,106.7350626,34.89,0.351
43,Kiat Ananda Jakarta,CDD Long,8,8964203888602338,Ruko Aria Putra,-6.3166994,106.7350626,9.02,0.0234
43,Kiat Ananda Jakarta,CDD Long,9,TR-B412-25-12-08-TMP,Ruko Aria Putra,-6.3166994,106.7350626,0.7,0.001
43,Kiat Ananda Jakarta,CDD Long,10,1199803901931349,Ruko Pondok Benda Tangerang,-6.3232295,106.7060724,327.5,1.2007
43,Kiat Ananda Jakarta,CDD Long,11,6249303895393657,Ruko Pondok Benda Tangerang,-6.3232295,106.7060724,261.6,1.3689
43,Kiat Ananda Jakarta,CDD Long,12,5471403898651861,Ruko Pondok Benda Tangerang,-6.3232295,106.7060724,125.0,4.5995
43,Kiat Ananda Jakarta,CDD Long,13,5535003888602081,Ruko Pondok Benda Tangerang,-6.3232295,106.7060724,9.02,0.0234
43,Kiat Ananda Jakarta,CDD Long,14,8306903912699035,Ruko Pondok Benda Tangerang,-6.3232295,106.7060724,4.0,0.0285
43,Kiat Ananda Jakarta,CDD Long,15,4934003901931626,Ruko Pondok Benda Tangerang,-6.3232295,106.7060724,2.0,0.004
43,Kiat Ananda Jakarta,CDD Long,16,6810003917954466,Ruko Pondok Benda Tangerang,-6.3232295,106.7060724,0.01,0.09
43,Kiat Ananda Jakarta,CDD Long,17,9257803917940591,Ruko Pondok Benda Tangerang,-6.3232295,106.7060724,0.01,0.01
43,Kiat Ananda Jakarta,CDD Long,18,9220003895175766,BP Ciater Pamulang,-6.3117526,106.6900307,331.4,1.0881
43,Kiat Ananda Jakarta,CDD Long,19,2027703888602633,BP Ciater Pamulang,-6.3117526,106.6900307,9.02,0.0234
43,Kiat Ananda Jakarta,CDD Long,20,5996903893698925,BP BSD Delatinos,-6.3203065,106.6815758,443.4,1.5327
43,Kiat Ananda Jakarta,CDD Long,21,9870803888602765,BP BSD Delatinos,-6.3203065,106.6815758,9.02,0.0234
43,Kiat Ananda Jakarta,CDD Long,22,1323903893942742,BP BSD Delatinos,-6.3203065,106.6815758,6.0,0.0117
43,Kiat Ananda Jakarta,CDD Long,23,4311403893700712,BP BSD Delatinos,-6.3203065,106.6815758,2.6,0.0936
43,Kiat Ananda Jakarta,CDD Long,24,4388103893942186,BP BSD Delatinos,-6.3203065,106.6815758,2.0,0.001
43,Kiat Ananda Jakarta,CDD Long,25,5397003893943833,BP BSD Delatinos,-6.3203065,106.6815758,1.0,0.0117
43,Kiat Ananda Jakarta,CDD Long,26,1790603888602629,Ruko The Icon BSD,-6.3147579,106.6476114,36.08,0.08
43,Kiat Ananda Jakarta,CDD Long,27,4835303888602318,SPBU Cisauk Tangerang,-6.321648,106.6411961,9.02,0.0234
44,Kiat Ananda Jakarta,CDD,1,5009303900933234,Cibadak Sukabumi,-6.893483199999999,106.785377,1832.8,7.2
44,Kiat Ananda Jakarta,CDD,2,4973203900806485,Cibadak Sukabumi,-6.893483199999999,106.785377,339.9,1.4976
44,Kiat Ananda Jakarta,CDD,3,1734803900915346,Cibadak Sukabumi,-6.893483199999999,106.785377,65.0,0.1989
44,Kiat Ananda Jakarta,CDD,4,1863303900951063,Cibadak Sukabumi,-6.893483199999999,106.785377,23.8,0.0702
44,Kiat Ananda Jakarta,CDD,5,1581503912698634,Cibadak Sukabumi,-6.893483199999999,106.785377,12.0,0.08
44,Kiat Ananda Jakarta,CDD,6,5009303900933234-R1,Cibadak Sukabumi,-6.893483199999999,106.785377,4.0,0.04
44,Kiat Ananda Jakarta,CDD,7,9288303917939204,Cibadak Sukabumi,-6.893483199999999,106.785377,0.04,0.16
45,Kiat Ananda Jakarta,CDE,1,6848003894550884,Ruko Cipondoh,-6.191345999999999,106.6707528,409.6,1.6164
45,Kiat Ananda Jakarta,CDE,2,3276103896915237,Ruko Cipondoh,-6.191345999999999,106.6707528,20.0,0.7359
45,Kiat Ananda Jakarta,CDE,3,6854903896920272,Ruko Cipondoh,-6.191345999999999,106.6707528,17.5,0.6439
45,Kiat Ananda Jakarta,CDE,4,2717603888602481,Ruko Cipondoh,-6.191345999999999,106.6707528,9.02,0.0234
45,Kiat Ananda Jakarta,CDE,5,9268103896960774,Ruko Cipondoh,-6.191345999999999,106.6707528,9.0,0.0499
