route_id,origin,vehicle_type,num_stops,total_weight_kg,max_weight_kg,total_volume_cbm,max_volume_cbm,weight_utilization_pct,volume_utilization_pct,distance_km,stop_sequence
86,Kiat Ananda Jakarta,Tronton,11,6975.6,15000,29.9942,30.0,46.5,99.98,199.129,2173103893740459 → 5568103890682160A → 7903103904078661 → 6162103900776815 → 1551903904258526 → 6193703901991662 → 2604403897139681 → 7506103898838397 → 8918203912698478 → 7506103898838397-R1 → 9106203897988651A
87,Kiat Ananda Jakarta,CDD,25,1310.42,4000,7.1617,12.0,32.76,59.68,199.129,568103890682160A → 6155003908838919 → 2173103893740459-R1 → 9286003912698995 → 5568103890682160A-R1 → 103890682160A-R1 → 7425803904287161 → 3595903904291491 → 3791403904288665 → 5568103890682160B → 568103890682160B → 3626903912697972 → 5883503901992262 → 2604403897139681-R1 → 4403897139681-R1 → 7364303917954520 → 2450503918230973 → 1540003917940528 → 1609703895702166 → 2031103912698815 → 9106203897988651A-R1 → 6627003902393932 → 7458003902393669 → 9106203897988651B → 6785603917954592
88,Kiat Ananda Jakarta,Fuso,21,5584.1,8000,21.6535,25.0,69.8,86.61,50.267,1013103902066069 → 4626203904062094 → 7882603900492260 → 1896903901917929 → 2356403917531922 → 1682603907005349 → 9780503898713756A → 3126103898677141 → 7045703898684881 → 4095303898717797 → 3859703898718004 → 9780503898713756B → 4823003917940475 → 4662903917939736 → 5481403917954420 → 5541503917939774 → 2545403895366504 → 7735503895350110 → 6674103912698812 → 2545403895366504-R1 → 2086603917939878
89,Kiat Ananda Jakarta,Tronton,7,7781.8,15000,29.9687,30.0,51.88,99.9,15.083,3925103901419964 → 1136603913396745 → 7359403916420775 → 1805203912562909 → 8185903900977750 → 4749103900628326 → 5481203894703140
90,Kiat Ananda Jakarta,CDD,13,1783.35,4000,7.856,12.0,44.58,65.47,15.083,7190103900960130 → 2273803902360825 → 3699703912698266 → 6727503912563956 → 5708903901988261 → 3925103901419964-R1 → 2880003917940475 → 3657303912698650 → 4356103917939956 → 7023803903019061 → 6741203912699386 → 2768703900128191 → 6466703917939042
91,Kiat Ananda Jakarta,CDD,12,2385.46,4000,10.0,12.0,59.64,83.33,813.53,6485103907825724 → 4547603912871023 → 6809803912874416 → 1036803912699020 → 6485103907825724-R1 → 5423003909563997 → 3589303917939160 → 7972303904541420 → 9494403905465563 → 1503303912699422 → 7255503905473251 → 1806903917940471
92,Kiat Ananda Jakarta,CDD,22,2082.53,4000,9.1127,12.0,52.06,75.94,112.621,6705803888602835 → 4641103912699192 → 2811103888825385-R1 → 5870503897277623 → 6087403893753648 → 8127903888600565 → 2773203912698009 → 3890803917954498 → 2442103897222634 → 7146703890511595 → 6969803888601661 → 7291403912697918 → 8002103899097919 → 2790803892454827 → 9519303892455551 → 5555403888601839 → 7588703912699251 → 8246303900675691 → 1300303893916128 → 1596203893693520 → 9815303888602758 → 9439103912699401
93,Kiat Ananda Jakarta,Fuso,19,5819.7,8000,23.9356,25.0,72.75,95.74,49.467,8432503900539599 → 5254603900535875 → 3916603917428385 → 6168703900540424 → 4480203917580237 → 2991803900539992 → 4704203905469479 → 6296103905470202 → 4113203897058287 → 8326003897054012 → 6231203919599300 → 5240803907526738 → 9634903895513127 → 7213303895498494 → 9122003900963277 → 3083803905841513 → 4501503896646957 → 9290403913072363 → 8919403900310984
94,Kiat Ananda Jakarta,CDD Long,22,2561.46,6000,13.622,20.0,42.69,68.11,53.174,7841903895408344 → 7841903895408344-R1 → 4847403912698483 → 9185103917940028 → 9704003896802164 → 1885003888602664 → 5591903896807643 → 9704003896802164-R1 → 5591903896807643-R1 → 9800503897055726 → 7062403898914963 → 9800503897055726-R1 → 8195203917939756 → 5334303917938852 → 9632403917940557 → 8936603917940536 → 8922003898844806 → 2293503896840375 → 2293503896840375-R1 → 2013703893790672 → 5053203888602733 → 5946703894957054
95,Kiat Ananda Jakarta,Tronton,12,8028.58,15000,29.9938,30.0,53.52,99.98,43.725,9378703900352845 → 6892103902167957 → 7897003911240045 → 8354703893426510 → 9255503917860661 → 2665503900148188 → 6873303898635665 → 5180103898372739 → 3349503910786189 → 9482803888601939 → 2341303902785761 → 6142603905571744-R1
96,Kiat Ananda Jakarta,Tronton,13,8156.5,15000,29.7779,30.0,54.38,99.26,46.276,8965203900352058 → 4787603902169716 → 4070003893443436 → 3873103899543266 → 2929103893670288 → 5943303896124181 → 4937703896123778 → 6871003896124458 → 9711303896124804 → 5957403901056218 → 8542803902341670A → 5666303902791151 → 1127703902814768-R1
97,Kiat Ananda Jakarta,Tronton,11,5363.69,15000,28.9711,30.0,35.76,96.57,42.7,4392603919548535 → 4289603902784105 → 6142603905571744 → 1127703902814768 → 9905803897008336 → 3336203917954430 → 4983103902150217 → 1201103909186407 → 6716103893662279 → 4907103896981437 → 8542803902341670B
98,Kiat Ananda Jakarta,Pickup,4,466.06,1500,1.8565,2.0,31.07,92.82,101.466,9607103892674721 → 4309603894325617 → 8522603888602166 → 5185303917939658
99,Kiat Ananda Jakarta,CDD,11,1865.14,4000,7.793,12.0,46.63,64.94,110.229,9811803897035205 → 6634703902345566B → 6829703897094572A → 829703897094572A → 4447503912698933 → 6829703897094572A-R1 → 703897094572A-R1 → 6634703902345566A → 6829703897094572B → 829703897094572B → 3382103917954417
100,Kiat Ananda Jakarta,Tronton,25,5820.12,15000,26.1898,30.0,38.8,87.3,216.513,9590003893703827 → 3348803893710880 → 3586003903961450 → 9959703912698946 → 4638803895046523 → 3348803893710880-R1 → 9590003893703827-R1 → 9997003895180205 → 0003893703827-R1 → 2497403917954586 → 7485603902327844 → 7571503912699311 → 6072403902940186 → 7485603902327844-R1 → 3692403917940512 → 9743803897061604 → 9903603896867185 → 7444403917513274 → 5662303916072733 → 9743803897061604-R1 → 4263703912699358 → 9972303900257820 → 9903603896867185-R1 → 8410603900257349 → 5623903917939198
101,Kiat Ananda Jakarta,CDD Long,12,3430.8,6000,13.3768,20.0,57.18,66.88,114.582,6373703902369230A → 5657303895591167 → 4280003908942678 → 5657303895591167-R1 → 6850203912699372 → 7303895591167-R1 → 9478803895987110 → 3145303895988385 → 8275803895987565 → 5256303895591961 → 6866303895591553 → 6373703902369230B
102,Kiat Ananda Jakarta,CDD,27,1881.11,4000,8.5294,12.0,47.03,71.08,90.939,4630903893749894 → 9282303895465825 → 1742503888602856 → 9282303895465825-R1 → 4739103912699120 → 1159703897519302 → 6944503888602228 → 2014203912697967 → 3893603897398176 → 8877403907324173 → 2568903912698880 → 3893603897398176-R1 → 5638503917954458 → 2899503900778920 → 8148803900848144 → 9952103912698560 → 8207003898732461 → 8656103906017490 → 4132403912698639 → 8207003898732461-R1 → 9247103898673719 → 3196903888601358 → 2402503897360354 → 6982103900565758 → 5734603912698654 → 9247103898673719-R1 → 9128003898667257
103,Kiat Ananda Jakarta,Tronton,14,7745.7,15000,29.9985,30.0,51.64,100.0,182.174,9740903902909582 → 6902703897427673A → 2320603895466359 → 3665603907469603 → 6881403907673305 → 2320603895466359-R1 → 5767003895467141 → 8014603902127973 → 5077003902058091 → 5688003898910951A → 2680403898941315 → 5016703895797136 → 5123703895794182 → 5123703895794182-R1
104,Kiat Ananda Jakarta,CDE,31,225.1,2000,2.844,6.0,11.25,47.4,182.174,7753603912698388 → 1628503897348546-R1 → 8731403917938844 → 8351003912697924 → 6902703897427673A-R1 → 6902703897427673B → 3502403917940360 → 1084903912699196 → 9263503907669596 → 5325503900257139 → 4915503895467394 → 2962103907670999 → 4676003907670483 → 6957703911001776 → 9774303917940473 → 2337103902754554 → 5405403912699384 → 8014603902127973-R1 → 8173103917940514 → 1323503917938641 → 9096603912698299 → 2970203917944728 → 6747703902725504 → 5688003898910951B → 5155903917939516 → 6132103912698892 → 7562503895927580 → 5805003897109080 → 4236903900853937 → 1187203897091341 → 8415703917939350
105,Kiat Ananda Jakarta,Tronton,23,6477.56,15000,25.1907,30.0,43.18,83.97,81.479,4086003898940554 → 4883503895438156 → 3177003895439258 → 4883503895438156-R1 → 2753903912699413 → 3503895438156-R1 → 2145803881131697 → 5238603895522667 → 1776703888601624 → 2145803881131697-R1 → 5803881131697-R1 → 3564103912698776 → 8013103907269949 → 7730303894037901 → 4756403901451744 → 5966803899109405 → 2539003897140796 → 2460703909636752 → 8163903902293306 → 9170503909624447 → 7730303894037901-R1 → 3129103912698616 → 0303894037901-R1
106,Kiat Ananda Jakarta,Tronton,7,8245.1,15000,29.9951,30.0,54.97,99.98,58.173,4661303893598710 → 4949003897268573 → 5103303900564562 → 3142403900509983 → 2706803900339586 → 2989103895269294 → 2989103895269294-R1
107,Kiat Ananda Jakarta,CDD Long,28,4924.45,6000,17.8698,20.0,82.07,89.35,61.022,3925903900422757 → 3275003888602321 → 4661303893598710-R1 → 3371303912698872 → 4661303893598710-R2 → 7060903900790362 → 3690703900792220 → 8148203912698734 → 4949003897268573-R1 → 9703303917938836 → 3877303900515492 → 2640203912698814 → 6560103900799281 → 6680903917939518 → 8888103900349149 → 3816203907586003 → 4154803912698240 → 5611303902280698 → 9103895269294-R1 → 7021103895428753 → 1217503899131865 → 4028303900657213 → 1263903900662809 → 6496403912698270 → 1645103895021828 → 5335103895063785 → 1645103895021828-R1 → 9150403917940070
108,Kiat Ananda Jakarta,CDD Long,13,3754.76,6000,13.36,20.0,62.58,66.8,819.11,5366403909792354 → 7202003909801835 → 7037503912697608 → 4877503910019845 → 5366403909792354-R1 → 3612003917939794 → 3093403905917411 → 5397703912699405 → 8665903917938894 → 3061603892247539 → 2988103909547547 → 4846403912698981 → 3934603917939224
109,Kiat Ananda Jakarta,Tronton,20,8454.49,15000,29.9808,30.0,56.36,99.94,53.036,3451803900545945 → 5739803900535253 → 3458803900558019 → 6273803902371455 → 3676403900538617 → 3773503917841828 → 3013403910881321 → 4219003917941742 → 8990803902363207 → 5350703909246898 → 9503103901095063 → 4469203901082859 → 4772003912838286 → 4264003902203696 → 4792003904470416 → 4836603902207539 → 1622903912698215 → 8448603905817583 → 9503103901095063-R1 → 3796603917939686
110,Kiat Ananda Jakarta,Pickup,1,62.0,1500,1.4,2.0,4.13,70.0,50.707,9819403900587004
111,Kiat Ananda Jakarta,CDE,8,904.21,2000,3.6356,6.0,45.21,60.59,89.026,3083803902362996 → 2656703895434921 → 4763803888602713 → 6249703917954484 → 6103003900805956 → 7170603895437504 → 8976403902270281 → 5033703888601716
112,Kiat Ananda Jakarta,CDD Long,21,2275.06,6000,12.2841,20.0,37.92,61.42,103.926,3192003895462013A → 8660703895460853 → 9001003898877970 → 7086903895486726 → 5317303888602804 → 2084203900489351 → 8879703912698147 → 3192003895462013B → 8555803895280802 → 3274003895274109 → 5370703888602313 → 8555803895280802-R1 → 6303903912697501 → 7570303902646222 → 8714103895443186 → 7520403895428723 → 7085603899212140 → 9194903902382760 → 9433503888602864 → 9990603895444508 → 2427203912697743
113,Kiat Ananda Jakarta,CDD,14,2440.32,4000,10.3826,12.0,61.01,86.52,58.176,4275403898632694 → 2726903900619804 → 7252003912697516 → 5530503900616518 → 1708103900685442 → 4729603917938862 → 2314003900583545 → 9514103900592499 → 3120103912698383 → 9035203900588197 → 2246303900589464 → 9366903900607204 → 5572603901830100 → 1153103917939696
114,Kiat Ananda Jakarta,CDE,3,1332.42,2000,4.62,6.0,66.62,77.0,927.616,7331103899215038 → 2135103912697515 → 8625203917940270
115,Kiat Ananda Jakarta,CDD Long,23,3464.9,6000,12.52,20.0,57.75,62.6,820.255,2141703900577575 → 4988803900591128 → 7372603900657865 → 8740703902029339 → 9791603906041774 → 3201803912699343 → 3325303917940632 → 5083503901180088 → 4252103903886446 → 5751803912698202 → 4709603907103591 → 1249503917939876 → 9588503906258514 → 3475003910598306 → 3232303910607454 → 6232003912697575 → 4028303912493404 → 8512903917939070 → 1702603902154780 → 3934403902142234 → 1601703902381630 → 9130003912698954 → 2420403917940352
116,Kiat Ananda Jakarta,CDD,15,2136.68,4000,7.9495,12.0,53.42,66.25,65.294,4086303898952717 → 2097403898945318 → 5563003912697734 → 1887803900640861 → 5247903915733810 → 7361603902388485 → 8814703898959318 → 2053803900635480 → 1598403917940564 → 2339203895548875 → 6236903888600744 → 9865203912699339 → 2339203895548875-R1 → 8535703902459964 → 1775003917940430
117,Kiat Ananda Jakarta,Tronton,13,7835.01,15000,29.9889,30.0,52.23,99.96,58.479,7333403912698592 → 7412903897250805 → 4322203897850600 → 2392003900986855 → 4322203897850600-R1 → 2899903912698158 → 5388703899016343 → 3566103897496122 → 4427503912698204 → 5414703896979038 → 1295503896969642 → 3849803898978476 → 7418203909045513
118,Kiat Ananda Jakarta,CDD,19,1654.35,4000,6.6551,12.0,41.36,55.46,58.479,2635503898857975 → 5287803898851825 → 6374203900607622 → 3033503917940638 → 3398203897851852 → 4082803897852173 → 5922003897852980 → 3026103917938844 → 8528003902296942 → 2899503899024555 → 7345103900563871 → 1076603900561898 → 4790703917940454 → 9428003896972680 → 7861803912698888 → 4753203917938874 → 5081203912699134 → 2847103909045674 → 5360003917939600
119,Kiat Ananda Jakarta,Tronton,26,6120.54,15000,25.9361,30.0,40.8,86.45,33.5,5380803900798576 → 8703003902060177 → 3836503901974045 → 3379103912699158 → 8115603917940156 → 1138703900639717 → 7396003900823279 → 2076403900392507 → 6897203916544712 → 2963003916565588 → 8118303912697886 → 7396003900823279-R1 → 6493803900769686 → 2714403900815690 → 1138703900639717-R2 → 6876303907894844 → 4951103907822337 → 1219203900815351 → 9925903917940156 → 7862703879419626 → 9948103888602816 → 2863703896725370 → 3450303896872905 → 7862703879419626-R1 → 2863703896725370-R1 → 2985603917939438
120,Kiat Ananda Jakarta,Tronton,7,7679.44,15000,29.9996,30.0,51.2,100.0,60.622,4749203902214580 → 4747903895522162 → 9245503912698961 → 2484803893159277 → 6932903900535872 → 4167103897130919 → 7570603891770446
121,Kiat Ananda Jakarta,Tronton,11,8256.96,15000,29.9996,30.0,55.05,100.0,59.477,4884003900302433 → 8621403898927004 → 2271103871615380 → 7559703900541804 → 3681103900670030 → 9978503893162212 → 6574503893624870 → 3211303888602672 → 3467103893151528 → 6306003896924676 → 8522403888601065
122,Kiat Ananda Jakarta,Tronton,22,6519.08,15000,29.9951,30.0,43.46,99.98,60.924,7910303898977307 → 3534203900740627 → 5343603900276926 → 9089903912697904 → 1050903900275616 → 8766703900613644 → 2988303912768356 → 2271103871615380-R3 → 1300603871616451 → 2171903898681791 → 2171903898681791-R1 → 3490403898944387 → 1543603900644150 → 4938203896935778 → 5235803888809852 → 8206703893422215 → 3567903891893913 → 6142403900248081 → 4167103897130919-R1 → 9552403892547995 → 2720503888602299 → 7570603891770446-R1
123,Kiat Ananda Jakarta,Pickup,15,42.16,1500,0.9141,2.0,2.81,45.71,60.932,4695603900520665 → 1406503917939404 → 2796403912697500 → 9608103917939220 → 5714103917954466 → 3058503875110967 → 6990403875111958 → 2271103871615380-R1 → 3458103912697524 → 2923003917938994 → 1217003917940070 → 9225403912698685 → 6306003896924676-R1 → 5101203917940220 → 7570603891770446-R2
124,Kiat Ananda Jakarta,CDE,4,494.6,2000,2.2477,6.0,24.73,37.46,98.581,4358803895455979 → 3976503912698908 → 3135303895466805 → 4358803895455979-R1
125,Kiat Ananda Jakarta,Tronton,11,7063.52,15000,29.9979,30.0,47.09,99.99,87.483,7251103900795308 → 5928603899477721 → 9186703901003377 → 5370703902402372 → 7441403888601232 → 5803896626565-R1 → 1616203893925841 → 6203893925841-R1 → 3804803895606334 → 1573103898803184 → 3703895106161-R1
126,Kiat Ananda Jakarta,Tronton,47,6139.64,15000,27.3935,30.0,40.93,91.31,87.569,7705303902397222 → 2769903912699062 → 5505603893799929A → 5346903917939242 → 7586303905517392 → 2252303895896182 → 5892303912699253 → 5873903896742311 → 1709303897183456 → 7287103902404261 → 3609003897540524 → TR-B406-25-12-08 → 8241903912697902 → 5917503912698355 → 6119703898343679 → 3635803896626565 → 1456303898768694 → 5524103912699045 → 4612803914515654 → 5534003900081705 → 4684403900631801 → 3635803896626565-R1 → 6305503898900800 → 6201303895486044 → 6587203898917322 → 2211903912698138 → 4583203899024385 → 4113403897040137 → 8896303899026856 → 7344103899044784 → 8674203912697629 → 4196103901067850 → 3955203901059455 → 3636603901059031 → 1616203893925841-R1 → 8286603895926324 → 2072203901190319 → 7593703896948660 → 7593703896948660-R1 → 3804803895606334-R1 → 4803895606334-R1 → 7776203912697776 → 2731703900824215 → 7403703895106161 → 1893603888602279 → 7403703895106161-R1 → 5222103912698079
127,Kiat Ananda Jakarta,Pickup,8,476.42,1500,1.758,2.0,31.76,87.9,145.843,3725703883972841 → 5356903890653809 → 9905203895093048 → 7512403888602447 → 2174003893864261 → 3534703890654126 → 4798903890654670 → 9352803893571345
128,Kiat Ananda Jakarta,CDD Long,4,3543.04,6000,14.2761,20.0,59.05,71.38,121.434,7507203900859633 → 2771403897028565 → 6586903912698696 → 2669003917954504
129,Kiat Ananda Jakarta,Tronton,17,7478.53,15000,29.9999,30.0,49.86,100.0,53.949,4468203899178113 → 9845703902322137 → 1466003912698050 → 5778203895318753 → 8999803897009986 → 6339303892207943A → 3688003912699197 → 2782903898103257A → 2563703898108791 → 4421703895461958 → 5330903893814906A → 2593303888601511 → 4570503895441257 → 5330903893814906A-R1 → 4677403893828240 → 9943003912698908 → 7505503898810161
130,Kiat Ananda Jakarta,CDD Long,48,3481.85,6000,16.4386,20.0,58.03,82.19,56.165,9238603896048563 → 4468203899178113-R1 → 8087203917939288 → 5778203895318753-R1 → 5912703900475463 → 3813003912698950 → 6218903917939976 → 5220003891034943 → 5220003891034943-R1 → 4458103917940236 → 5604403917940032 → 1993603917939792 → 6281503917939978 → 6509003917940078 → 7610703917954566 → 9910103917940428 → 6096603897194324 → 3079003897228433 → 3079003897228433-R1 → 4036603892215078 → 8512203893154261 → 6339303892207943A-R1 → 6339303892207943B → 2685903917940126 → 6990803891979996 → 2782903898103257B → 5819203898227810A → 2462403898251284 → 5819203898227810A-R1 → 5819203898227810B → 2462403898251284-R1 → 3950503917938874 → 5429803917939624 → 5686303917939746 → 8356403917939766 → 7439203917941307 → 8521903917939184 → 9583203917940230 → 9733003917939376 → 7177103901808103 → 4421703895461958-R1 → 5330903893814906A-R2 → 5330903893814906B → 8686403917940184 → 2077903895845819 → 9192003898797540 → 3427603917942748 → 1778203917939172
131,Kiat Ananda Jakarta,CDE,17,1023.6,2000,5.2207,6.0,51.18,87.01,81.477,5693603894012457 → 5487803894032209 → 4895703894025188 → 9391503888600374 → 3233003917954462 → 9612703888175573B → 7626503892493129 → 5350003895195419 → 3671603888602631 → 9612703888175573A → 7254903917954430 → 7930203888602772 → 6738803895358495 → 9264403894961409 → 1824103888602462 → 2915703895041711 → 3586203894973787
132,Kiat Ananda Jakarta,Tronton,4,8009.36,15000,29.997,30.0,53.4,99.99,26.705,6994603917912338 → 4964403888602047 → 3978103895181980A-R1 → 4251003900524739
133,Kiat Ananda Jakarta,Tronton,6,7006.71,15000,29.9746,30.0,46.71,99.92,40.352,8943503902368346 → 3978103895181980A → 3978103895181980B → 1113703910638902 → 4251003900524739-R1 → 3454003895411854
134,Kiat Ananda Jakarta,Fuso,8,3768.96,8000,20.1411,25.0,47.11,80.56,40.352,9749303902251132 → 6936503903715173 → 5894103917939444 → 2373603912698485 → 4369003917939616 → 6505503895427388 → 6772503895457366 → 4224403895430005
135,Kiat Ananda Jakarta,Tronton,7,9039.98,15000,29.9958,30.0,60.27,99.99,66.56,8858803888602145 → 4155703893627694 → 3264803902947815 → 903896024420A-R1 → 9609603893752315 → 4166303893747801 → 7272603893634865
136,Kiat Ananda Jakarta,Tronton,10,7789.8,15000,29.9923,30.0,51.93,99.97,61.242,4109703893532577 → 8978003896650155 → 5796803896987109 → 2060703896983499 → 9297403899213635 → 6498903896024420A → 9989103902829090 → 498903896024420A → 5403103899376949 → 7678803893740608
137,Kiat Ananda Jakarta,CDD,39,1252.52,4000,9.178,12.0,31.31,76.48,66.602,9064903893560683 → 2452203893587914-R1 → 4109703893532577-R1 → 1833603893635797 → 1753003893698968 → 2005403893631254 → 4155703893627694-R1 → 5108103912698844 → 3241103917940514 → 7341703895463741 → 6621203902743128 → 8519903896965027 → 4488803900595899 → 4442103912699344 → 1230003901910441 → 4639003902746079 → 3258803901156739A → 4222103902906138 → 6506303902975371 → 4142203902847918 → 2314503900922791 → 5519303902894900 → 8576503896933835 → 3179503899296264 → 6498903896024420A-R1 → 6040503912699206 → 5248203901405413 → 3258803901156739B → 8659003900249476 → 6498903896024420B → 498903896024420B → 7663503917721700 → 5833303917487666 → 8709003893758630 → 3751503912699419 → 7678803893740608-R1 → 8803893740608-R1 → 4599703917954453 → 4736503912699411
138,Kiat Ananda Jakarta,Tronton,11,7309.6,15000,29.8857,30.0,48.73,99.62,30.232,9835403900680880 → 6554603919438170 → 1515103912758940 → 2237803917411721 → 7038903900808303 → 2073603919626140 → 2139603900790170 → 3923903900919123 → 4883103895833370-R1 → 4406903901891761 → 1532703901879732
139,Kiat Ananda Jakarta,CDD,5,1743.21,4000,7.4144,12.0,43.58,61.79,30.232,6860703900674202 → 8362103898492599 → 4883103895833370 → 9591803917954420 → 8624003901875586
140,Kiat Ananda Jakarta,Fuso,7,4892.51,8000,20.7124,25.0,61.16,82.85,32.087,2663803902060141 → 6891903886965357 → TR-B413-25-12-08 → 7627203888602128 → 8552303897080879 → 2299403897073939 → 2299403897073939-R1
141,Kiat Ananda Jakarta,CDD,7,1855.62,4000,7.5637,12.0,46.39,63.03,111.223,8748003902339605A → 3303103899249128A → 4618203912699296 → 8748003902339605A-R1 → 3303103899249128B → 8748003902339605B → 2679503917940570
142,Kiat Ananda Jakarta,Tronton,20,7802.69,15000,29.9997,30.0,52.02,100.0,72.966,2629003895377391 → 1584903902211722 → 8680403902296706 → 9003895377391-R1 → 3655703895476362 → 7303103900666333 → 9169603893860040 → 9603893860040-R1 → TR-B403-25-12-10 → TR-B403-25-12-10-TMP → 7287903897427343 → 4683403895727467 → 1130003902322742 → 2860803886474809 → 7042603896998850 → 7035703897050960 → 1925403897110010 → 1047103894877333 → 6261903894886050 → 1044703896919824
143,Kiat Ananda Jakarta,CDD,49,2023.77,4000,8.3473,12.0,50.59,69.56,75.567,2629003895377391-R1 → 5074003912698048 → 4622403901886016 → 8436403901839140 → 3595703912698534 → 3655703895476362-R1 → 5703895476362-R1 → 7956803902310100 → 1658603910450882 → 8974003900671360 → 1177903912697522 → 9169603893860040-R1 → 9334203917954493 → TR-B338-25-12-10 → TR-B403-25-12-10-A → TR-B338-25-12-10-R1A → TR-B403-25-12-10-R1A → 9294703897468104 → 1979403897472189 → 1774703912699014 → 1236503900638686 → 1644303908933143 → 3110003908933379 → 2762103908934337 → 3973103908928221 → 8202103908927480 → 8786503900886264 → 7800103904120587 → 1513403912699100 → 1817803897047392 → 1462803907537296 → 2165203912514728 → 4315203918022814 → 4368103912699032 → 7733703894881178 → 9287503901706900 → 4428403896921281 → 4643503894888456 → 7413303894882745 → 7073503894893457 → 6742903912698114 → 9360503894881983 → 1657803901705403 → 2270703907295003 → 1544003907295401 → 2618703917954512 → 6802203895282990 → 6731903912697904 → 6802203895282990-R1
144,Kiat Ananda Jakarta,CDE,3,1509.55,2000,5.15,6.0,75.48,85.83,236.914,9128303900771886 → 9083603912699340 → 4460203917939550
145,Kiat Ananda Jakarta,CDD,8,2414.74,4000,11.7565,12.0,60.37,97.97,119.49,1434203901354783 → 2918903901339069 → 2852403912699094 → 1434203901354783-R1 → 1633303901355525 → 7393203917939518 → 8937403902787095 → 7665903898488333
146,Kiat Ananda Jakarta,Tronton,10,8738.45,15000,29.9996,30.0,58.26,100.0,37.444,6567403901081229 → 3362003901071788 → 8937903897172539 → 6307403897105020 → 7780903906078976 → 8633803916466250 → 7662203897156372 → 2868103903664788 → 2237203897159702 → 6169303902194511
147,Kiat Ananda Jakarta,CDD,30,2372.71,4000,11.8304,12.0,59.32,98.59,37.533,2895303901087937 → 2173203912698434 → 6367103901073742 → 6567403901081229-R1 → 7859103917940146 → 4183303906104929 → 6643603912619444 → 4648203903664414 → 8143903914291064 → 4005103912698882 → 9458203905817347 → 6550703907026374 → 1854603900436744 → 1064303897106868 → 9620803898861955 → 5164403917940156 → 3412803893458378 → 1686903888601763 → 5353903898619356 → 3412803893458378-R1 → 2905103912699070 → 5865103917939348 → 9402703896942071 → 4806203904267101 → 7593003907775016 → 1201203904204707 → 8466503888602816 → 4183803912698634 → 6169303902194511-R1 → 5128803917940552
148,Kiat Ananda Jakarta,Tronton,8,7535.76,15000,29.9949,30.0,50.24,99.98,50.764,6200003901785384 → 4538803899003114 → 4296503898986685 → 4300403902121838 → 1343503893611327 → 6886803897112815 → 3603703888602034 → 4739503902261237
149,Kiat Ananda Jakarta,CDD,24,1750.75,4000,7.8923,12.0,43.77,65.77,50.764,1307803901337144 → 3186503912698470 → 4851103901792702 → 1307803901337144-R1 → 5017203917938898 → 6078403912698354 → 7235703899003521 → 7426703904407444 → 2096703899004819 → 1927203908073393 → 4538803899003114-R1 → 6871103917940400 → 6803503897096498 → 5254003893608896 → 1849203898616205 → 6469103888602850 → 6058903895295322 → 7180403902149518 → 2117003902380405 → 7597803900397037 → 6886803897112815-R1 → 6159203912699300 → 8237503917939806 → 5040003917954460
150,Kiat Ananda Jakarta,CDD Long,22,4394.68,6000,18.5196,20.0,73.24,92.6,66.254,9427803897146640 → 5228403897135169 → 8324303900648042 → 8700803912704824 → 1261403917942747 → 2430003900664228 → 7309003900641132 → 7517103900671552 → 5139303912699237 → 1690203902381320 → 6130003917940508 → 9336403899055996 → 8417103899048018 → 3897103912699409 → 3455103917938826 → 2239803900775551 → 2594403902025767 → 4617003900770058 → 5344403902024111 → 8978303902030122 → 4874603912699402 → 7209603917939218
151,Kiat Ananda Jakarta,Pickup,3,471.82,1500,1.48,2.0,31.45,74.0,890.957,2115403898633703 → 9570603912697517 → 9498003917939088
152,Kiat Ananda Jakarta,Fuso,34,6026.58,8000,24.3851,25.0,75.33,97.54,91.635,4615603900004410 → 6912903899256217 → 8335403896910113 → 4883903912699408 → 8117403900772024 → 4615603900004410-R1 → 5749003899997173 → 5235303917939184 → 2462303900821540 → 2470403900664942 → 3714003914833306 → 2860903902160200 → 4074103907293038 → 8776403900879066 → 6822203902159267 → 2462303900821540-R1 → 2156003912698751 → 2066303902586962 → 5864203917939996 → 9003203897145454 → 6179503897141249 → 9003203897145454-R1 → 4846303912699399 → 3087203901958100 → 1502003897136713 → 6179503897141249-R1 → 3425203917940423 → 6452603897649367 → 1952703897643581 → 5742303912698719 → 6388303888601611 → 3285703898746391 → 1952703897643581-R1 → 1123103917940442
153,Kiat Ananda Jakarta,Pickup,4,384.02,1500,1.4625,2.0,25.6,73.12,159.674,8169203893708485 → 1084503895234075 → 7206103888600629 → 4676703895457318
154,Kiat Ananda Jakarta,CDD,13,1529.04,4000,6.1655,12.0,38.23,51.38,110.403,4941803897539500 → 9793203895378725 → 6813603902421994 → 5924203888601882 → 2577903912699354 → 4941803897539500-R1 → 5612503895119554 → 6720103888499426 → 2888603898719636 → 6725703901773532 → 6888203896961516 → 7775803888602657 → 6205303912699136
155,Kiat Ananda Jakarta,CDD,12,1644.32,4000,7.9242,12.0,41.11,66.03,54.405,8008703900675794 → 2726903893596554 → 9566903904115415 → 5019303895311515 → 8763703893927991 → 2579603888602408 → 1672603905715563 → 4792003900695124 → 3594203902343186 → 2519303902343874 → 5657303900676333 → 6641903902342511
